Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Price_per_Room,Year_sold
Viewbank,14 Rosemary Ct,4,h,730000,PI,Miles,6/4/2016,13.8,3084,4,1,1,865,Banyule,-37.7297,145.0946,Eastern Metropolitan,2698,182500,2016
Viewbank,24 Martins La,3,h,820000,S,Nelson,8/6/2016,13.8,3084,3,2,2,555,Banyule,-37.7324,145.0862,Eastern Metropolitan,2698,273333.3333,2016
Viewbank,26 Lyon Rd,4,h,1102500,S,Miles,5/7/2016,13.8,3084,4,2,1,659,Banyule,-37.7373,145.0847,Eastern Metropolitan,2698,275625,2016
Viewbank,20 Robern Pde,4,h,1005000,S,Darren,11/7/2016,13.8,3084,4,2,1,696,Banyule,-37.7395,145.0875,Eastern Metropolitan,2698,251250,2016
Viewbank,16/86 Graham Rd,2,u,555000,SP,Miles,12/10/2016,13.8,3084,2,1,2,197,Banyule,-37.7393,145.0806,Eastern Metropolitan,2698,277500,2016
Viewbank,10/86 Graham Rd,2,u,546000,S,Miles,11/12/2016,13.8,3084,2,1,1,177,Banyule,-37.7388,145.081,Eastern Metropolitan,2698,273000,2016
Viewbank,17 Lena St,3,h,765000,S,Ray,5/14/2016,13.8,3084,3,1,2,608,Banyule,-37.7396,145.0885,Eastern Metropolitan,2698,255000,2016
Viewbank,19 Lena St,3,h,920000,S,Miles,5/14/2016,13.8,3084,3,2,2,834,Banyule,-37.7396,145.0884,Eastern Metropolitan,2698,306666.6667,2016
Viewbank,3 Norma Ct,5,h,895000,S,Barry,5/14/2016,13.8,3084,5,3,2,648,Banyule,-37.7346,145.093,Eastern Metropolitan,2698,179000,2016
Viewbank,15 Christine St,3,h,775000,SP,Miles,4/16/2016,13.8,3084,5,3,2,586,Banyule,-37.7405,145.0886,Eastern Metropolitan,2698,258333.3333,2016
Viewbank,5/367 Lower Plenty Rd,3,u,440000,SP,Barry,7/16/2016,13.8,3084,3,1,1,416,Banyule,-37.7321,145.0828,Eastern Metropolitan,2698,146666.6667,2016
Viewbank,42 Lyon Rd,4,h,1042500,S,Miles,9/17/2016,13.8,3084,4,2,2,648,Banyule,-37.7363,145.0851,Eastern Metropolitan,2698,260625,2016
Viewbank,24 Northwood Dr,5,h,1025000,S,Nelson,9/17/2016,13.8,3084,5,3,2,531,Banyule,-37.7378,145.0955,Eastern Metropolitan,2698,205000,2016
Viewbank,11 Grantham Rd,4,h,940000,VB,Miles,6/18/2016,13.8,3084,4,3,2,574,Banyule,-37.7319,145.0907,Eastern Metropolitan,2698,235000,2016
Viewbank,44 Martins La,4,h,895000,S,Miles,6/18/2016,13.8,3084,4,2,2,700,Banyule,-37.7326,145.0881,Eastern Metropolitan,2698,223750,2016
Viewbank,40 Castleton Rd,3,h,820000,S,Morrison,5/22/2016,13.8,3084,3,2,2,628,Banyule,-37.7314,145.0941,Eastern Metropolitan,2698,273333.3333,2016
Viewbank,159 Graham Rd,3,h,870000,SP,Nelson,8/22/2016,13.8,3084,3,1,2,698,Banyule,-37.7343,145.0837,Eastern Metropolitan,2698,290000,2016
Viewbank,111 Rutherford Rd,4,h,1085000,S,Barry,8/22/2016,13.8,3084,4,3,2,599,Banyule,-37.7397,145.0934,Eastern Metropolitan,2698,271250,2016
Viewbank,12 Rosemary Ct,3,h,915000,S,Miles,2/25/2017,13.8,3084,3,2,2,769,Banyule,-37.7298,145.0947,Eastern Metropolitan,2698,305000,2017
Viewbank,3 The Nook,4,h,1050000,VB,Nelson,7/26/2016,13.8,3084,4,2,2,660,Banyule,-37.7375,145.0917,Eastern Metropolitan,2698,262500,2016
Watsonia,4 French Ct,3,h,660000,S,Ken,12/3/2016,14.9,3087,3,1,0,583,Banyule,-37.7137,145.0778,Northern Metropolitan,2329,220000,2016
Watsonia,57 Frensham Rd,3,h,581000,S,Barry,12/3/2016,14.9,3087,3,2,2,567,Banyule,-37.7148,145.0851,Northern Metropolitan,2329,193666.6667,2016
Watsonia,9 Grace St,3,h,1000000,S,Buckingham,3/4/2017,14.9,3087,3,2,2,739,Banyule,-37.7104,145.0817,Northern Metropolitan,2329,333333.3333,2017
Watsonia,17 Longmuir Rd,3,h,785000,S,Barry,3/4/2017,14.9,3087,3,1,2,0,Banyule,-37.7114,145.0885,Northern Metropolitan,2329,261666.6667,2017
Watsonia,5 Sarong St,3,h,600000,SP,Barry,6/4/2016,14.9,3087,3,1,1,605,Banyule,-37.7166,145.0837,Northern Metropolitan,2329,200000,2016
Watsonia,2/21 High St,3,h,690000,S,Buckingham,8/6/2016,14.9,3087,3,2,1,308,Banyule,-37.7078,145.0807,Northern Metropolitan,2329,230000,2016
Watsonia,1/42 Wattle Dr,3,h,582000,S,Ken,10/8/2016,14.9,3087,3,1,0,302,Banyule,-37.7163,145.0768,Northern Metropolitan,2329,194000,2016
Watsonia,7 French Ct,3,h,740000,S,Buckingham,9/10/2016,14.9,3087,3,1,1,591,Banyule,-37.7135,145.0783,Northern Metropolitan,2329,246666.6667,2016
Watsonia,56 Frensham Rd,3,h,671000,S,Barry,11/12/2016,14.9,3087,3,2,2,280,Banyule,-37.7153,145.0854,Northern Metropolitan,2329,223666.6667,2016
Watsonia,1 Meagher St,3,h,741000,SP,Buckingham,11/12/2016,14.9,3087,3,1,1,671,Banyule,-37.7072,145.0855,Northern Metropolitan,2329,247000,2016
Watsonia,18 Temby St,4,h,706000,S,Ray,11/12/2016,14.9,3087,4,1,2,581,Banyule,-37.7094,145.0877,Northern Metropolitan,2329,176500,2016
Watsonia,2 Thompson St,3,h,725000,S,Buckingham,11/12/2016,14.9,3087,3,1,1,545,Banyule,-37.7088,145.0893,Northern Metropolitan,2329,241666.6667,2016
Watsonia,45 Grace St,3,h,808000,S,Darren,8/13/2016,14.9,3087,3,2,2,265,Banyule,-37.7101,145.0785,Northern Metropolitan,2329,269333.3333,2016
Watsonia,4 Ananda Ct,3,h,711000,S,Barry,5/14/2016,14.9,3087,3,1,2,658,Banyule,-37.7147,145.0752,Northern Metropolitan,2329,237000,2016
Watsonia,1/18 Leafield St,3,u,537000,S,Barry,5/14/2016,14.9,3087,3,1,2,327,Banyule,-37.7125,145.0768,Northern Metropolitan,2329,179000,2016
Watsonia,3 Tennyson St,3,h,1040000,PI,Buckingham,4/16/2016,14.9,3087,3,2,1,903,Banyule,-37.7085,145.0824,Northern Metropolitan,2329,346666.6667,2016
Watsonia,11 Leafield St,4,h,1171000,S,Buckingham,7/16/2016,14.9,3087,3,3,2,670,Banyule,-37.7122,145.0765,Northern Metropolitan,2329,292750,2016
Watsonia,1 Papua St,2,h,662000,S,Buckingham,7/16/2016,14.9,3087,2,1,2,605,Banyule,-37.7118,145.088,Northern Metropolitan,2329,331000,2016
Watsonia,16 Castlereagh Pl,3,h,800000,S,hockingstuart,6/18/2016,14.9,3087,4,2,2,595,Banyule,-37.7023,145.0775,Northern Metropolitan,2329,266666.6667,2016
Watsonia,18 Papua St,3,h,922000,S,Barry,5/22/2016,14.9,3087,3,1,2,798,Banyule,-37.7112,145.0869,Northern Metropolitan,2329,307333.3333,2016
Watsonia,3/8 Herbert St,2,t,485000,S,Stockdale,4/23/2016,14.9,3087,2,1,1,184,Banyule,-37.7143,145.0781,Northern Metropolitan,2329,242500,2016
Watsonia,295 Greenwood Dr,3,h,860500,S,Barry,9/24/2016,14.9,3087,3,2,0,767,Banyule,-37.7084,145.0788,Northern Metropolitan,2329,286833.3333,2016
Watsonia,4 Papua St,3,h,702000,S,Buckingham,9/24/2016,14.9,3087,3,1,1,604,Banyule,-37.7115,145.088,Northern Metropolitan,2329,234000,2016
Watsonia,49 Wattle Dr,3,h,627500,S,Barry,9/24/2016,14.9,3087,3,1,1,319,Banyule,-37.7165,145.0759,Northern Metropolitan,2329,209166.6667,2016
Watsonia,1 Elder St,3,h,632000,PI,Darren,2/25/2017,14.9,3087,3,1,2,650,Banyule,-37.711,145.0854,Northern Metropolitan,2329,210666.6667,2017
Watsonia,14 Illoura St,3,h,601000,S,Darren,6/27/2016,14.9,3087,3,1,1,653,Banyule,-37.7163,145.087,Northern Metropolitan,2329,200333.3333,2016
Watsonia,2/5 Marilyn Ct,3,u,549000,S,Darren,6/27/2016,14.9,3087,3,1,1,0,Banyule,-37.7141,145.0754,Northern Metropolitan,2329,183000,2016
Watsonia,1/6 Wattle Dr,2,u,342500,S,Miles,11/27/2016,14.9,3087,2,1,1,0,Banyule,-37.7167,145.0807,Northern Metropolitan,2329,171250,2016
Watsonia,28 Papua St,2,h,701000,S,Barry,5/28/2016,14.9,3087,4,1,2,762,Banyule,-37.7112,145.0861,Northern Metropolitan,2329,350500,2016
Watsonia,5 Princes St,3,h,645000,S,Ray,8/28/2016,14.9,3087,3,1,1,355,Banyule,-37.7065,145.0825,Northern Metropolitan,2329,215000,2016
Watsonia,36 Powley Pde,3,h,838000,S,Barry,7/30/2016,14.9,3087,3,1,2,828,Banyule,-37.7161,145.0804,Northern Metropolitan,2329,279333.3333,2016
West Melbourne,44 Anderson St,3,t,1010000,S,Jellis,9/3/2016,1.9,3003,3,3,2,0,Melbourne,-37.8048,144.9424,Northern Metropolitan,2230,336666.6667,2016
West Melbourne,1004/58 Jeffcott St,3,u,650000,S,MICM,12/3/2016,1.9,3003,3,2,1,0,Melbourne,-37.8117,144.9518,Northern Metropolitan,2230,216666.6667,2016
West Melbourne,115 Abbotsford St,3,h,1260000,S,Alexkarbon,6/4/2016,1.9,3003,2,3,2,506,Melbourne,-37.805,144.9448,Northern Metropolitan,2230,420000,2016
West Melbourne,10/18 Ireland St,1,u,460000,PI,Nelson,6/4/2016,1.9,3003,1,1,1,0,Melbourne,-37.8076,144.9456,Northern Metropolitan,2230,460000,2016
West Melbourne,96 Roden St,3,h,2370000,S,Alexkarbon,6/4/2016,1.9,3003,3,3,2,265,Melbourne,-37.8073,144.9481,Northern Metropolitan,2230,790000,2016
West Melbourne,8/115 Stanley St,2,t,800000,VB,Nelson,8/6/2016,1.9,3003,2,2,2,54,Melbourne,-37.8094,144.9479,Northern Metropolitan,2230,400000,2016
West Melbourne,9/24 Ireland St,1,u,550000,S,Nelson,5/7/2016,1.9,3003,1,1,1,0,Melbourne,-37.8076,144.9456,Northern Metropolitan,2230,550000,2016
West Melbourne,108/33 Jeffcott St,3,u,660000,PI,hockingstuart,5/7/2016,1.9,3003,3,2,1,0,Melbourne,-37.8118,144.9526,Northern Metropolitan,2230,220000,2016
West Melbourne,2/212 Roden St,2,t,1055000,S,Jellis,10/8/2016,1.9,3003,2,1,1,0,Melbourne,-37.8094,144.9452,Northern Metropolitan,2230,527500,2016
West Melbourne,9/561 Spencer St,3,u,995000,S,Alexkarbon,3/18/2017,1.9,3003,3,1,1,0,Melbourne,-37.8076,144.9474,Northern Metropolitan,2230,331666.6667,2017
West Melbourne,6/40 Batman St,3,t,1130000,PI,Caine,6/18/2016,1.9,3003,3,2,2,116,Melbourne,-37.8102,144.9515,Northern Metropolitan,2230,376666.6667,2016
West Melbourne,209/5 Stawell St,1,u,443000,S,Nelson,9/24/2016,1.9,3003,1,1,1,547,Melbourne,-37.806,144.942,Northern Metropolitan,2230,443000,2016
West Melbourne,7/88 Ireland St,3,t,1120000,S,Jellis,2/25/2017,1.9,3003,3,3,1,801,Melbourne,-37.8067,144.9435,Northern Metropolitan,2230,373333.3333,2017
West Melbourne,11/24 Ireland St,1,u,482000,SP,Nelson,7/26/2016,1.9,3003,1,1,1,0,Melbourne,-37.8076,144.9456,Northern Metropolitan,2230,482000,2016
West Melbourne,5/467 King St,2,u,620000,S,Jellis,5/28/2016,1.9,3003,2,1,1,0,Melbourne,-37.8091,144.952,Northern Metropolitan,2230,310000,2016
West Melbourne,44 Miller St,4,h,2100000,S,Brad,5/28/2016,1.9,3003,4,1,0,440,Melbourne,-37.8056,144.9463,Northern Metropolitan,2230,525000,2016
West Melbourne,19/33 Jeffcott St,3,u,601000,S,MICM,7/30/2016,1.9,3003,2,1,1,0,Melbourne,-37.8118,144.9526,Northern Metropolitan,2230,200333.3333,2016
Williamstown,4 Freyer St,4,h,1325000,S,hockingstuart,9/3/2016,8,3016,3,2,1,452,Hobsons Bay,-37.855,144.8905,Western Metropolitan,6380,331250,2016
Williamstown,46 Pasco St,4,h,1400000,S,Gunn&Co,9/3/2016,8,3016,4,2,1,320,Hobsons Bay,-37.8613,144.8988,Western Metropolitan,6380,350000,2016
Williamstown,54 Twyford St,3,h,1535000,S,Greg,9/3/2016,8,3016,3,1,1,507,Hobsons Bay,-37.8681,144.8994,Western Metropolitan,6380,511666.6667,2016
Williamstown,2/20 Victoria St,3,u,890000,S,Gunn&Co,12/3/2016,8,3016,3,1,3,0,Hobsons Bay,-37.8663,144.8883,Western Metropolitan,6380,296666.6667,2016
Williamstown,35 Chandler St,4,h,1400000,PI,hockingstuart,3/4/2017,8,3016,4,2,4,457,Hobsons Bay,-37.8517,144.8923,Western Metropolitan,6380,350000,2017
Williamstown,43B Cole St,3,h,1800000,VB,Raine,3/4/2017,8,3016,3,2,2,332,Hobsons Bay,-37.8652,144.9019,Western Metropolitan,6380,600000,2017
Williamstown,8 Long St,2,h,1050000,S,Sweeney,3/4/2017,8,3016,2,1,4,445,Hobsons Bay,-37.8615,144.8827,Western Metropolitan,6380,525000,2017
Williamstown,22 Station Rd,2,h,850000,SP,Greg,3/4/2017,8,3016,2,1,1,278,Hobsons Bay,-37.857,144.8906,Western Metropolitan,6380,425000,2017
Williamstown,19 Verdon St,4,h,2910000,SP,Greg,3/4/2017,8,3016,4,3,0,338,Hobsons Bay,-37.8633,144.8963,Western Metropolitan,6380,727500,2017
Williamstown,56 Verdon St,3,h,2910000,SP,Greg,3/4/2017,8,3016,3,3,2,515,Hobsons Bay,-37.8609,144.8947,Western Metropolitan,6380,970000,2017
Williamstown,7 Victoria St,4,h,2640000,S,Williams,3/4/2017,8,3016,4,2,2,650,Hobsons Bay,-37.8671,144.8875,Western Metropolitan,6380,660000,2017
Williamstown,110 Bayview St,3,h,1200000,S,RT,6/4/2016,8,3016,3,2,2,315,Hobsons Bay,-37.8595,144.8868,Western Metropolitan,6380,400000,2016
Williamstown,64 Twyford St,4,h,3130000,S,RT,6/4/2016,8,3016,4,2,2,897,Hobsons Bay,-37.8679,144.899,Western Metropolitan,6380,782500,2016
Williamstown,98 Osborne St,3,h,1460000,S,Greg,5/7/2016,8,3016,3,1,2,373,Hobsons Bay,-37.8661,144.8973,Western Metropolitan,6380,486666.6667,2016
Williamstown,8/99 Verdon St,1,u,310000,SP,Sweeney,5/7/2016,8,3016,1,1,1,0,Hobsons Bay,-37.8588,144.8919,Western Metropolitan,6380,310000,2016
Williamstown,20 Bates Dr,3,h,1200000,S,Williams,11/7/2016,8,3016,3,2,2,348,Hobsons Bay,-37.8578,144.8799,Western Metropolitan,6380,400000,2016
Williamstown,28 Council La,3,h,1560000,SP,Greg,11/7/2016,8,3016,3,2,2,310,Hobsons Bay,-37.8644,144.9039,Western Metropolitan,6380,520000,2016
Williamstown,19 Perry St,3,h,1575000,S,Greg,11/7/2016,8,3016,3,2,3,430,Hobsons Bay,-37.8613,144.8939,Western Metropolitan,6380,525000,2016
Williamstown,13/8 The Strand,2,t,830000,SP,Greg,11/7/2016,8,3016,2,1,1,84,Hobsons Bay,-37.8581,144.9015,Western Metropolitan,6380,415000,2016
Williamstown,19/8 The Strand,2,t,830000,SP,Greg,11/7/2016,8,3016,2,1,0,56,Hobsons Bay,-37.8581,144.9011,Western Metropolitan,6380,415000,2016
Williamstown,17 Station Rd,4,h,1085000,S,Greg,10/8/2016,8,3016,3,1,2,458,Hobsons Bay,-37.8571,144.8915,Western Metropolitan,6380,271250,2016
Williamstown,73 Victoria St,4,h,1815000,PI,Sweeney,10/8/2016,8,3016,4,3,2,321,Hobsons Bay,-37.8623,144.8884,Western Metropolitan,6380,453750,2016
Williamstown,17 Yarra St,3,h,1470000,S,Jas,10/8/2016,8,3016,3,2,1,364,Hobsons Bay,-37.8513,144.8961,Western Metropolitan,6380,490000,2016
Williamstown,33 Hannan St,4,h,2230000,S,Greg,9/10/2016,8,3016,3,2,2,782,Hobsons Bay,-37.8647,144.8867,Western Metropolitan,6380,557500,2016
Williamstown,22 Bayview St,3,t,1460000,S,Greg,12/10/2016,8,3016,3,2,2,506,Hobsons Bay,-37.8658,144.8857,Western Metropolitan,6380,486666.6667,2016
Williamstown,164 Coogee La,5,h,1410000,SP,Sweeney,12/10/2016,8,3016,5,2,2,195,Hobsons Bay,-37.8643,144.8935,Western Metropolitan,6380,282000,2016
Williamstown,14 Illawarra St,2,h,940000,S,RT,12/10/2016,8,3016,2,1,0,166,Hobsons Bay,-37.8695,144.9009,Western Metropolitan,6380,470000,2016
Williamstown,73 Victoria St,4,h,1900000,SP,Village,3/11/2017,8,3016,4,3,2,321,Hobsons Bay,-37.8623,144.8884,Western Metropolitan,6380,475000,2017
Williamstown,112 Crofton Dr,4,h,1330000,S,Williams,11/12/2016,8,3016,4,3,2,217,Hobsons Bay,-37.8634,144.8796,Western Metropolitan,6380,332500,2016
Williamstown,5 Railway Pl,3,h,1010000,PI,Sweeney,11/12/2016,8,3016,3,2,2,250,Hobsons Bay,-37.8667,144.903,Western Metropolitan,6380,336666.6667,2016
Williamstown,20 Proctor St,3,h,1010000,S,Raine,8/13/2016,8,3016,3,2,2,418,Hobsons Bay,-37.8571,144.8767,Western Metropolitan,6380,336666.6667,2016
Williamstown,5/72 Dover Rd,2,u,450000,S,Williams,5/14/2016,8,3016,2,1,2,0,Hobsons Bay,-37.8536,144.899,Western Metropolitan,6380,225000,2016
Williamstown,5/77 Dover Rd,2,u,513500,S,RT,5/14/2016,8,3016,2,1,1,0,Hobsons Bay,-37.8536,144.8981,Western Metropolitan,6380,256750,2016
Williamstown,102 John St,2,h,1000000,S,Jas,10/15/2016,8,3016,2,1,0,240,Hobsons Bay,-37.8544,144.8922,Western Metropolitan,6380,500000,2016
Williamstown,24/18 Station Rd,2,u,415000,S,Greg,10/15/2016,8,3016,2,1,1,0,Hobsons Bay,-37.857,144.891,Western Metropolitan,6380,207500,2016
Williamstown,22 Burbidge Dr,3,h,906000,SP,Compton,4/16/2016,8,3016,3,2,2,270,Hobsons Bay,-37.8608,144.8803,Western Metropolitan,6380,302000,2016
Williamstown,71 Hannan St,4,h,1805000,S,Greg,4/16/2016,8,3016,3,2,2,466,Hobsons Bay,-37.8621,144.8872,Western Metropolitan,6380,451250,2016
Williamstown,16 Princes St,4,h,1126000,SP,Raine&Horne,4/16/2016,8,3016,4,1,1,307,Hobsons Bay,-37.8525,144.8945,Western Metropolitan,6380,281500,2016
Williamstown,21a Station Rd,3,t,935000,SP,Sweeney,4/16/2016,8,3016,3,2,1,233,Hobsons Bay,-37.8573,144.8911,Western Metropolitan,6380,311666.6667,2016
Williamstown,18 James St,2,h,895000,SA,Hunter,9/17/2016,8,3016,2,2,1,193,Hobsons Bay,-37.858,144.9005,Western Metropolitan,6380,447500,2016
Williamstown,4/54 Yarra St,2,u,375000,SP,Williams,9/17/2016,8,3016,2,1,1,0,Hobsons Bay,-37.8504,144.8924,Western Metropolitan,6380,187500,2016
Williamstown,79 Aitken St,3,h,1000000,S,Greg,3/18/2017,8,3016,3,1,2,189,Hobsons Bay,-37.8643,144.9043,Western Metropolitan,6380,333333.3333,2017
Williamstown,45 Albert St,2,h,769000,S,RT,6/18/2016,8,3016,2,1,1,265,Hobsons Bay,-37.853,144.8928,Western Metropolitan,6380,384500,2016
Williamstown,26 Collins St,3,h,1270000,S,Williams,11/19/2016,8,3016,3,1,2,470,Hobsons Bay,-37.8587,144.8871,Western Metropolitan,6380,423333.3333,2016
Williamstown,24 Merrett Dr,4,h,1172000,S,Village,11/19/2016,8,3016,4,2,2,344,Hobsons Bay,-37.8617,144.8799,Western Metropolitan,6380,293000,2016
Williamstown,175 Douglas Pde,3,h,1360000,S,Sweeney,5/22/2016,8,3016,3,1,1,477,Hobsons Bay,-37.8516,144.8949,Western Metropolitan,6380,453333.3333,2016
Williamstown,104 Hannan St,4,h,2050000,S,Sweeney,5/22/2016,8,3016,4,2,2,648,Hobsons Bay,-37.8601,144.8879,Western Metropolitan,6380,512500,2016
Williamstown,116a Hannan St,3,h,975000,PI,Sweeney,5/22/2016,8,3016,3,2,2,289,Hobsons Bay,-37.8593,144.8881,Western Metropolitan,6380,325000,2016
Williamstown,33 Cecil St,3,h,1310000,S,Sweeney,9/24/2016,8,3016,3,2,1,185,Hobsons Bay,-37.8664,144.9072,Western Metropolitan,6380,436666.6667,2016
Williamstown,105 Dover Rd,4,t,830000,SP,Gunn&Co,9/24/2016,8,3016,4,1,2,0,Hobsons Bay,-37.8519,144.8968,Western Metropolitan,6380,207500,2016
Williamstown,6/13 Dover Rd,2,u,491500,S,RT,9/24/2016,8,3016,2,1,1,0,Hobsons Bay,-37.8563,144.8995,Western Metropolitan,6380,245750,2016
Williamstown,2/4 Lyons St,2,u,547500,SP,Greg,9/24/2016,8,3016,2,1,1,0,Hobsons Bay,-37.8612,144.8971,Western Metropolitan,6380,273750,2016
Williamstown,5 Ellery La,3,t,965000,S,Sweeney,2/25/2017,8,3016,3,2,1,151,Hobsons Bay,-37.8666,144.9058,Western Metropolitan,6380,321666.6667,2017
Williamstown,26A Macquarie St,3,h,1262000,S,Williams,2/25/2017,8,3016,3,2,2,204,Hobsons Bay,-37.8551,144.8959,Western Metropolitan,6380,420666.6667,2017
Williamstown,77 Melbourne Rd,3,h,1210000,S,Williams,2/25/2017,8,3016,3,1,0,249,Hobsons Bay,-37.86,144.895,Western Metropolitan,6380,403333.3333,2017
Williamstown,9/99 Melbourne Rd,2,u,412000,SP,Williams,2/25/2017,8,3016,2,1,1,0,Hobsons Bay,-37.8586,144.8937,Western Metropolitan,6380,206000,2017
Williamstown,81 Parker St,2,h,1337500,SP,Raine,2/25/2017,8,3016,2,1,0,297,Hobsons Bay,-37.8645,144.8977,Western Metropolitan,6380,668750,2017
Williamstown,18A Rennie St,2,h,811000,S,RT,2/25/2017,8,3016,2,1,2,183,Hobsons Bay,-37.8555,144.8952,Western Metropolitan,6380,405500,2017
Williamstown,50 Thompson St,4,h,1630000,S,Greg,2/25/2017,8,3016,4,2,2,265,Hobsons Bay,-37.8656,144.9039,Western Metropolitan,6380,407500,2017
Williamstown,24 John St,2,h,920000,S,Jas,7/26/2016,8,3016,2,1,1,307,Hobsons Bay,-37.855,144.8985,Western Metropolitan,6380,460000,2016
Williamstown,166 Cecil St,3,h,960000,SP,Gunn&Co,6/27/2016,8,3016,3,2,1,189,Hobsons Bay,-37.8605,144.8998,Western Metropolitan,6380,320000,2016
Williamstown,118 Hannan St,3,h,1482500,S,Sweeney,6/27/2016,8,3016,3,2,1,506,Hobsons Bay,-37.8592,144.888,Western Metropolitan,6380,494166.6667,2016
Williamstown,19 MacLean St,4,h,1300000,PI,Sweeney,6/27/2016,8,3016,4,2,2,369,Hobsons Bay,-37.8576,144.8992,Western Metropolitan,6380,325000,2016
Williamstown,139 Cecil St,4,h,2255000,S,Raine,11/27/2016,8,3016,4,1,3,765,Hobsons Bay,-37.8621,144.8999,Western Metropolitan,6380,563750,2016
Williamstown,233 Nelson Pl,4,h,1860000,S,Sweeney,11/27/2016,8,3016,4,2,0,199,Hobsons Bay,-37.8615,144.9023,Western Metropolitan,6380,465000,2016
Williamstown,68 Osborne St,3,h,1710000,SP,RT,11/27/2016,8,3016,3,2,1,260,Hobsons Bay,-37.8671,144.9001,Western Metropolitan,6380,570000,2016
Williamstown,11 Sandpiper Pl,4,h,2440000,S,Sweeney,11/27/2016,8,3016,4,3,3,500,Hobsons Bay,-37.8638,144.8798,Western Metropolitan,6380,610000,2016
Williamstown,2/125 Ferguson St,1,u,331000,S,Williams,5/28/2016,8,3016,1,1,1,0,Hobsons Bay,-37.8586,144.8933,Western Metropolitan,6380,331000,2016
Williamstown North,4/4 Florence St,2,t,500000,VB,Village,9/3/2016,8.9,3016,2,1,1,53,Hobsons Bay,-37.8563,144.8782,Western Metropolitan,802,250000,2016
Williamstown North,4/29 Champion Rd,2,u,400000,SP,Compton,10/8/2016,8.9,3016,2,1,1,0,Hobsons Bay,-37.8564,144.8864,Western Metropolitan,802,200000,2016
Williamstown North,37 Champion Rd,5,h,1410000,SP,Sweeney,10/8/2016,8.9,3016,5,2,5,680,Hobsons Bay,-37.8561,144.8859,Western Metropolitan,802,282000,2016
Williamstown North,10/68 Kororoit Creek Rd,1,u,285000,S,Williams,9/10/2016,8.9,3016,1,1,1,0,Hobsons Bay,-37.8571,144.8841,Western Metropolitan,802,285000,2016
Williamstown North,8/46 Kororoit Creek Rd,2,u,460000,SP,Williams,3/11/2017,8.9,3016,2,1,1,0,Hobsons Bay,-37.8573,144.8854,Western Metropolitan,802,230000,2017
Williamstown North,3 Myrtle St,4,h,881000,SP,Sweeney,8/13/2016,8.9,3016,4,1,3,468,Hobsons Bay,-37.8559,144.8785,Western Metropolitan,802,220250,2016
Williamstown North,12/29 Champion Rd,2,u,380000,PI,Greg,6/18/2016,8.9,3016,2,1,1,0,Hobsons Bay,-37.8564,144.8864,Western Metropolitan,802,190000,2016
Williamstown North,26 Walter St,4,h,1440000,SP,Williams,11/19/2016,8.9,3016,4,3,4,672,Hobsons Bay,-37.8536,144.8734,Western Metropolitan,802,360000,2016
Williamstown North,13/68 Kororoit Creek Rd,2,u,367500,S,Sweeney,9/24/2016,8.9,3016,2,1,1,0,Hobsons Bay,-37.8571,144.8841,Western Metropolitan,802,183750,2016
Williamstown North,18 Inglis St,3,h,1225000,SP,Raine,11/27/2016,8.9,3016,3,1,1,311,Hobsons Bay,-37.8546,144.8762,Western Metropolitan,802,408333.3333,2016
Windsor,207/152 Peel St,2,u,580000,VB,Jellis,9/3/2016,5.1,3181,2,2,1,0,Port Phillip,-37.8558,144.9903,Southern Metropolitan,4380,290000,2016
Windsor,56 Henry St,3,h,1850000,VB,Marshall,12/3/2016,5.1,3181,3,1,2,361,Stonnington,-37.8546,144.9865,Southern Metropolitan,4380,616666.6667,2016
Windsor,1/14 The Avenue,3,u,825000,S,Marshall,12/3/2016,5.1,3181,3,1,1,0,Stonnington,-37.8565,144.998,Southern Metropolitan,4380,275000,2016
Windsor,344 High St,3,h,2302000,S,Marshall,3/4/2017,5.1,3181,3,1,4,440,Stonnington,-37.8528,144.9994,Southern Metropolitan,4380,767333.3333,2017
Windsor,54a Hornby St,2,h,1045000,S,Marshall,3/4/2017,5.1,3181,2,1,2,118,Stonnington,-37.855,144.9961,Southern Metropolitan,4380,522500,2017
Windsor,39 McIlwrick St,4,h,2050000,PI,Marshall,3/4/2017,5.1,3181,4,2,1,321,Stonnington,-37.8559,144.9948,Southern Metropolitan,4380,512500,2017
Windsor,1/60 McIlwrick St,2,u,611000,S,Hodges,3/4/2017,5.1,3181,2,1,1,598,Stonnington,-37.8564,144.9971,Southern Metropolitan,4380,305500,2017
Windsor,6/213 Dandenong Rd,2,u,600000,S,hockingstuart,8/6/2016,5.1,3181,2,1,1,1043,Stonnington,-37.8581,144.9972,Southern Metropolitan,4380,300000,2016
Windsor,4/12 Ellesmere Rd,2,u,800000,S,Fletchers,5/7/2016,5.1,3181,2,1,1,0,Port Phillip,-37.8577,145.0002,Southern Metropolitan,4380,400000,2016
Windsor,17/25 Williams Rd,1,u,275000,VB,Gary,5/7/2016,5.1,3181,1,1,1,0,Port Phillip,-37.8564,145.0016,Southern Metropolitan,4380,275000,2016
Windsor,33 Earl St,2,h,1325000,S,Marshall,11/7/2016,5.1,3181,2,1,0,153,Stonnington,-37.8535,144.9952,Southern Metropolitan,4380,662500,2016
